"lats","lons"
47.25,-9.75
47.25,-9
47.25,-8.25
47.25,-7.5
47.25,-6.75
47.25,-6
47.25,-5.25
47.25,-4.5
47.25,-3.75
47.25,-3
47.25,-2.25
47.25,-1.5
47.25,-0.75
47.25,0
47.25,0.75
47.25,1.5
47.25,2.25
47.25,3
47.25,3.75
47.25,4.5
47.25,5.25
47.25,6
47.25,6.75
47.25,7.5
47.25,8.25
47.25,9
47.25,9.75
47.25,10.5
47.25,11.25
47.25,12
47.25,12.75
47.25,13.5
47.25,14.25
47.25,15
47.25,15.75
47.25,16.5
47.25,17.25
47.25,18
47.25,18.75
47.25,19.5
47.25,20.25
47.25,21
47.25,21.75
47.25,22.5
47.25,23.25
47.25,24
47.25,24.75
47.25,25.5
47.25,26.25
47.25,27
47.25,27.75
47.25,28.5
47.25,29.25
47.25,30
48,-9.75
48,-9
48,-8.25
48,-7.5
48,-6.75
48,-6
48,-5.25
48,-4.5
48,-3.75
48,-3
48,-2.25
48,-1.5
48,-0.75
48,0
48,0.75
48,1.5
48,2.25
48,3
48,3.75
48,4.5
48,5.25
48,6
48,6.75
48,7.5
48,8.25
48,9
48,9.75
48,10.5
48,11.25
48,12
48,12.75
48,13.5
48,14.25
48,15
48,15.75
48,16.5
48,17.25
48,18
48,18.75
48,19.5
48,20.25
48,21
48,21.75
48,22.5
48,23.25
48,24
48,24.75
48,25.5
48,26.25
48,27
48,27.75
48,28.5
48,29.25
48,30
48.75,-9.75
48.75,-9
48.75,-8.25
48.75,-7.5
48.75,-6.75
48.75,-6
48.75,-5.25
48.75,-4.5
48.75,-3.75
48.75,-3
48.75,-2.25
48.75,-1.5
48.75,-0.75
48.75,0
48.75,0.75
48.75,1.5
48.75,2.25
48.75,3
48.75,3.75
48.75,4.5
48.75,5.25
48.75,6
48.75,6.75
48.75,7.5
48.75,8.25
48.75,9
48.75,9.75
48.75,10.5
48.75,11.25
48.75,12
48.75,12.75
48.75,13.5
48.75,14.25
48.75,15
48.75,15.75
48.75,16.5
48.75,17.25
48.75,18
48.75,18.75
48.75,19.5
48.75,20.25
48.75,21
48.75,21.75
48.75,22.5
48.75,23.25
48.75,24
48.75,24.75
48.75,25.5
48.75,26.25
48.75,27
48.75,27.75
48.75,28.5
48.75,29.25
48.75,30
49.5,-9.75
49.5,-9
49.5,-8.25
49.5,-7.5
49.5,-6.75
49.5,-6
49.5,-5.25
49.5,-4.5
49.5,-3.75
49.5,-3
49.5,-2.25
49.5,-1.5
49.5,-0.75
49.5,0
49.5,0.75
49.5,1.5
49.5,2.25
49.5,3
49.5,3.75
49.5,4.5
49.5,5.25
49.5,6
49.5,6.75
49.5,7.5
49.5,8.25
49.5,9
49.5,9.75
49.5,10.5
49.5,11.25
49.5,12
49.5,12.75
49.5,13.5
49.5,14.25
49.5,15
49.5,15.75
49.5,16.5
49.5,17.25
49.5,18
49.5,18.75
49.5,19.5
49.5,20.25
49.5,21
49.5,21.75
49.5,22.5
49.5,23.25
49.5,24
49.5,24.75
49.5,25.5
49.5,26.25
49.5,27
49.5,27.75
49.5,28.5
49.5,29.25
49.5,30
